Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.620849609375,72.68129646149221,71.37322569622376,71.6270995236096,135480400
2020-01-03,71.91480255126953,72.6764311518872,71.68994210914916,71.84710239518715,146322800
2020-01-06,72.48786163330078,72.52654850385467,70.78326336625187,71.03472433546915,118387200
2020-01-07,72.1469497680664,72.75383115765004,71.92692233659784,72.49753708995398,108872000
2020-01-08,73.3075180053711,73.60975223726805,71.84954036585081,71.84954036585081,132079200
2020-01-09,74.86461639404297,75.05804331745496,74.03528757623693,74.28674110091968,170108400
2020-01-10,75.03389739990234,75.5996865359302,74.53098274192678,75.09918473493423,140644800
2020-01-13,76.63690948486328,76.66350992792401,75.23212569823723,75.35060650662172,121532000
2020-01-14,75.60206604003906,76.78440971103713,75.4787595103825,76.57405589932931,161954400
2020-01-15,75.27808380126953,76.28392021153914,74.84528231468065,75.40139772921896,121923600
2020-01-16,76.22103881835938,76.33226630764163,75.45941017193344,75.82209118249474,108829200
2020-01-17,77.06488037109375,77.06729322689777,76.16301095015437,76.47007821096346,137816400
2020-01-21,76.5426254272461,77.1350000250309,76.40480486276103,76.69253240808335,110843200
2020-01-22,76.81584167480469,77.36952937649916,76.72154106940934,77.02860833807343,101832400
2020-01-23,77.18577575683594,77.26556233295065,76.32017294133449,76.86903492947071,104472000
2020-01-24,76.96334075927734,78.17711075717362,76.77232666197627,77.43240886934917,146537600
2020-01-27,74.7002182006836,75.38205304274135,73.71614173787451,74.96859866575934,161940000
2020-01-28,76.81343078613281,76.98509775416542,75.48360024038988,75.58273394834251,162234000
2020-01-29,78.42131805419922,79.2699941203994,77.70562947444549,78.44791850299463,216229200
2020-01-30,78.30767822265625,78.36087174184341,77.06972800749904,77.50252948730524,126743200
2020-01-31,74.83562469482422,78.01996079771159,74.54064375527754,77.59683282419269,199588400
2020-02-03,74.63008880615234,75.79791852993898,73.07297758859362,73.57589206005755,173788400
2020-02-04,77.09390258789062,77.28491667175436,75.83177225101083,76.23797325215806,136616400
2020-02-05,77.7225570678711,78.52287271376575,77.11808861152979,78.22305134186004,118826800
2020-02-06,78.63168334960938,78.63410358497025,77.43484006982592,77.99336840947814,105425600
2020-02-07,77.56285858154297,78.37961468469555,77.07086561575886,78.12998293153962,117684000
2020-02-10,77.93125915527344,77.93125915527344,76.06508191592617,76.14505787629706,109348800
2020-02-11,77.46104431152344,78.50077572551376,77.24292075377855,78.42807033835727,94323200
2020-02-12,79.30060577392578,79.30545033637647,77.91187311697357,77.91187311697357,113730400
2020-02-13,78.73589324951172,79.06308239609403,78.36750683488538,78.57108938477977,94747600
2020-02-14,78.75527954101562,79.00491129587996,78.24631951175783,78.70437836069574,80113600
2020-02-18,77.313232421875,77.49500334449696,76.24926307124777,76.43103399386973,152531200
2020-02-19,78.43293762207031,78.6631837418977,77.55559118024817,77.55559118024817,93984000
2020-02-20,77.62828826904297,78.68256095291854,77.12175425598554,78.19299399872004,100566000
2020-02-21,75.87118530273438,77.66466444490703,75.25316708230885,77.22113922163652,129554000
2020-02-24,72.26727294921875,73.72144039286337,70.09814428354905,72.04430474977563,222195200
2020-02-25,69.81940460205078,73.32152656752166,69.34680474475954,72.93859916229857,230673600
2020-02-26,70.92700958251953,72.19456142629366,69.43648955817032,69.44376009892217,198054800
2020-02-27,66.29064178466797,69.31531263503878,66.154920085896,68.12774407264509,320605600
2020-02-28,66.25184631347656,67.47577466773187,62.13413237510461,62.34983736802518,426510000
2020-03-02,72.4199447631836,73.0573558601896,67.30854828272852,68.41371468951469,341397200
2020-03-03,70.11994171142578,73.6778022281249,69.26682558358837,73.59782628927844,319475600
2020-03-04,73.3724365234375,73.53239582305254,71.04334864954015,71.84556373045045,219178400
2020-03-05,70.99244689941406,72.59929546384136,70.62647911575432,71.62258011074542,187572800
2020-03-06,70.04965209960938,70.4834806861114,68.15923783954538,68.34585328692468,226176800
2020-03-09,64.5093002319336,67.39824232728182,63.74101177856693,63.92278272470353,286744800
2020-03-10,69.15535736083984,69.42195621190889,65.2848479487525,67.16799957236155,285290000
2020-03-11,66.75354766845703,68.15682117418298,65.88831635585085,67.22858097514904,255598800
2020-03-12,60.161312103271484,65.43751580172635,60.10557006973383,62.02991834834593,418474000
2020-03-13,67.36913299560547,67.84174022351363,61.30525564200672,64.19905222754427,370732000
2020-03-16,58.70231628417969,62.79094543204696,58.1666963283087,58.63929999634842,322423600
2020-03-17,61.2834587097168,62.43467081545571,57.778913814310236,59.98682469346223,324056000
2020-03-18,59.78323745727539,60.59030070646208,57.46868723066085,58.11094663703243,300233600
2020-03-19,59.32516860961914,61.278599104517625,58.79924529931094,59.95773142950838,271857200
2020-03-20,55.55888366699219,61.03382237097015,55.258354443077174,59.906840554892725,401693200
2020-03-23,54.37858581542969,55.37953883867535,51.52841919602518,55.277747569925765,336752800
2020-03-24,59.834136962890625,60.03044895212406,56.78523248433621,57.28449598735918,287531200
2020-03-25,59.504520416259766,62.58977733010226,59.20883946854917,60.77206840473627,303602000
2020-03-26,62.63583755493164,62.6940018839561,59.70811342087556,59.74689210565115,252087200
2020-03-27,60.042564392089844,62.012958412771816,59.875334574134676,61.25679266007546,204216800
2020-03-30,61.75606155395508,61.92813964643738,60.444886473049856,60.76965331673908,167976400
2020-03-31,61.63002395629883,63.6173849288287,61.075018471181984,61.94752021431129,197002000
2020-04-01,58.38724136352539,60.28008186649483,57.95583869541803,59.74203967177421,176218400
2020-04-02,59.361534118652344,59.41485388495063,57.415373743181505,58.24909696369412,165934000
2020-04-03,58.5084228515625,59.54815085540586,57.91706088463897,58.845304798537626,129880000
2020-04-06,63.61256408691406,63.76767145670703,60.440055887619486,60.80844236262203,201820400
2020-04-07,62.875755310058594,65.84953154055276,62.77154178413321,65.6314005748614,202887200
2020-04-08,64.48506164550781,64.80012832217328,63.31203404517182,63.67799451502323,168895200
2020-04-09,64.95037078857422,65.45448618898067,64.15300782522117,65.12245255308986,161834800
2020-04-13,66.22520446777344,66.33426997710056,64.4268809310659,65.02793942933454,131022800
2020-04-14,69.56978607177734,69.86062249775517,67.38853506577631,67.8611424089209,194994800
2020-04-15,68.93480682373047,69.39529170786052,68.01383705547038,68.44281379449058,131154400
2020-04-16,69.4825210571289,69.84848877293005,68.43067451777503,69.64975084803966,157125200
2020-04-17,68.53974151611328,69.54554637079254,67.1001154570163,68.99780771504257,215250000
2020-04-20,67.1170883178711,68.26830406893325,67.09770267537306,67.36430148645341,130015200
2020-04-21,65.04246520996094,67.19463355650954,64.3299227872178,66.95954292864836,180991600
2020-04-22,66.91593933105469,67.35218660120425,65.9707319815453,66.3124548186049,116862400
2020-04-23,66.65660858154297,68.28527633787508,66.61782989731152,66.86019112654976,124814400
2020-04-24,68.58094024658203,68.59063676429346,67.1340437726702,67.18251896495144,126161200
2020-04-27,68.62942504882812,68.96145871324816,67.84902167998845,68.29738398813116,117087600
2020-04-28,67.51698303222656,69.27410181526112,67.42489198474726,69.09233090667134,112004800
2020-04-29,69.73458862304688,70.20476992848462,68.80392253083471,69.00750504510519,137280800
2020-04-30,71.20571899414062,71.38264533626065,69.8848548660731,70.27505285549175,183064000
2020-05-01,70.05936431884766,72.46600961904917,69.2789608424837,69.37590385770176,240616800
2020-05-04,71.05062866210938,71.17907983549179,69.3928785127616,70.0836095907262,133568000
2020-05-05,72.11699676513672,72.95071986963468,71.36567557958281,71.51109377618626,147751200
2020-05-06,72.86104583740234,73.49360499399509,72.43448777558325,72.81984118068168,142333600
2020-05-07,73.61479187011719,73.96137402305452,73.1858151892616,73.48876670304365,115215200
2020-05-08,75.36692810058594,75.42039218313751,73.94770849211302,74.27578320702963,133838400
2020-05-11,76.55286407470703,77.04861391058948,74.66461535055964,74.87361403597093,145946400
2020-05-12,75.67802429199219,77.6902073991129,75.55651563234407,77.23819132874591,162301200
2020-05-13,74.76427459716797,76.78132273772488,73.68527713795434,75.85785250180612,200622400
2020-05-14,75.22357177734375,75.28432609802991,73.27700096934342,74.0011951417901,158929200
2020-05-15,74.77882385253906,74.82499771589099,72.95619477168934,72.99022074102096,166348400
2020-05-18,76.54071807861328,76.91496675486883,75.4131217905622,76.10572250052454,135178400
2020-05-19,76.09842681884766,77.40585342154391,76.0668333890782,76.55772557449362,101729600
2020-05-20,77.5783920288086,77.64886168488982,76.91981000404272,76.95869365031022,111504800
2020-05-21,77.0000228881836,77.98181472796601,76.76186329555514,77.43988355018321,102688800
2020-05-22,77.49577331542969,77.57839828930445,76.63549018604292,76.73755327647146,81803200
2020-05-26,76.97087097167969,78.79592582486933,76.91497432363046,78.61609539871866,125522000
2020-05-27,77.30622100830078,77.4520328550853,76.08627697001077,76.82748410104101,112945200
2020-05-28,77.34024810791016,78.60150836399505,76.7035440312258,76.98057986946539,133560800
2020-05-29,77.26492309570312,78.04500657374922,76.90768735815497,77.58327517421819,153532400
2020-06-01,78.2151107788086,78.33661941527829,77.0875070725464,77.2187384764973,80791200
2020-06-02,78.57720184326172,78.60150505310432,77.50549481099908,77.94778801471988,87642800
2020-06-03,79.00975799560547,79.27222074837745,78.32444764995279,78.89797215009735,104491200
2020-06-04,78.32933807373047,79.13129219882647,77.95508935441258,78.83238566565588,87560400
2020-06-05,80.56023406982422,80.62098839416043,78.55048369064991,78.5796445797234,137250400
2020-06-08,81.03653717041016,81.07056314819836,79.54441498185327,80.25645380649277,95654400
2020-06-09,83.59551239013672,83.98919920003063,80.68417010070951,80.71576353395018,147712400
2020-06-10,85.74622344970703,86.21524505993106,84.10585667073434,84.54571739149566,166651600
